sample,Noncoding,alpha_IIIa_secreted_candidate,alpha_IIIb,alpha_IIIc,alpha_IIIc_truncated,alpha_truncated,beta_IIIa_secreted_candidate,beta_IIIb,beta_IIIc,dominant_negative_candidate,ultrashort_truncated
CDS-UsIdOY,21.917722,0.0,0.0,8.574579,0.0,0.0,0.0,9.138929,32.480477,0.0,0.964555
CDS-UtM6EC,8.932457,0.0,0.0,3.900165,0.173083,0.0,0.0,12.324245,9.76553,0.0,0.081217
CDS-UtYvY2,6.961793,0.0,0.0,3.181981,0.0,0.0,0.0,0.0,2.449836,0.093001,0.952803
CDS-UvEiUs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-UyO40g,0.263189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-V1seGG,12.112184000000001,0.0,0.0,8.141366,0.0,0.0,0.0,5.539575,4.4821100000000005,0.0,0.087416
CDS-V3us3k,12.637879,0.0,0.0,6.1309,0.035127,0.0,0.0,7.635031,12.297469,0.0,0.122267
CDS-V4F70A,8.815332999999999,0.0,0.0,2.576213,0.0,0.0,0.0,1.220357,0.376635,0.0,1.502193
CDS-V4r4Pu,15.53478,0.0,0.0,6.929474,0.0,0.0,0.0,0.278828,0.071489,0.007437,0.0
CDS-V5yMiU,87.249174,0.0,0.0,51.762113,0.281726,0.0,0.0,6.132234,1.759284,0.0,0.177716
CDS-V6XyJl,33.003509,0.0,0.0,7.779988,0.0,0.0,0.0,21.534769,36.823134,0.080968,0.608126
CDS-VAP9f2,1.511471,0.0,0.0,0.462658,0.0,0.0,0.0,0.330997,0.0,0.0,0.0
CDS-VCh0GL,57.762535,0.0,0.0,26.73678,0.107828,0.0,0.0,6.494233,39.656972,0.088016,0.680874
CDS-VDBleQ,19.681552999999997,0.0,0.0,26.946946999999998,0.170744,0.167055,0.0,48.615652,125.13180600000001,0.0,13.207065
CDS-VDtqDv,8.934856,0.0,0.0,21.5392,0.025119,0.0,0.0,0.0,1.042346,0.0,0.0
CDS-VGoIXY,12.951793,0.0,0.0,23.571495,0.082526,0.0,0.0,5.282012,4.516389,0.020309,0.052126
CDS-VGyWol,14.320695,0.0,0.0,2.538611,0.0,0.082298,0.0,3.13754,21.841492,0.0,0.191074
CDS-VKRtnX,86.678489,0.0,0.0,34.583002,0.0,0.073666,0.0,5.830054,9.048132,0.0,6.911449
CDS-VLAQjq,63.29552600000001,0.0,0.0,34.396988,0.19387,0.0,0.0,1.642205,9.119061,0.0,5.337482
CDS-VLAfJ3,10.434956,0.0,0.0,4.370305,0.026071,0.0,0.0,5.08171,9.342724,0.0,2.6401310000000002
CDS-VN5UD2,10.272296,0.0,0.0,9.932143,0.035956,0.0,0.0,7.770571,9.679313,0.0,0.481266
CDS-VNwyua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-VPJwDH,4.623134,0.0,0.0,2.11407,0.0,0.0,0.0,0.133302,0.050625,0.0,0.0
CDS-VPnHX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-VTMfxy,1.4963,0.0,0.0,0.874455,0.0,0.0,0.0,1.734612,0.49162300000000003,0.0,0.183531
CDS-VTbr4f,30.222409,0.0,0.0,15.458203000000001,0.0,0.0,0.0,1.380122,0.30508,0.0,0.0
CDS-VV10Za,8.403926,0.0,0.178289,0.031693,0.0,0.0,0.0,1.480634,0.0,0.0,0.101988
CDS-VW4IHA,5.957299,0.0,0.0,4.202891,0.0,0.0,0.0,0.399174,0.40383,0.0,0.0
CDS-VXp7Pe,34.185839,0.0,0.0,54.058402,0.044243,0.0,0.0,0.0,0.404449,0.0,0.125483
CDS-VY861P,0.30960899999999997,0.0,0.0,0.29037599999999997,0.0,0.0,0.0,0.0,0.0,0.091771,0.248619
CDS-VYfMBv,3.988403,0.0,0.0,1.698592,0.0,0.0,0.0,1.707107,0.423874,0.007009,0.046348
CDS-VZfkHy,0.215421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-VZpj7j,0.5472250000000001,0.0,0.0,0.142083,0.0,0.0,0.0,0.376324,0.0,0.0,0.0
CDS-VangJZ,1.983434,0.0,0.0,2.899768,0.0,0.0,0.0,2.178729,1.411821,0.029914,0.068067
CDS-Vd9QaQ,6.937064,0.0,0.0,7.762816,0.026089,0.0,0.0,4.515689,2.427608,0.0,0.122625
CDS-VdkWKH,5.483153,0.0,0.0,3.898192,0.0,0.0,0.0,2.628163,3.439015,0.0,0.0
CDS-Ve8lax,8.148354,0.0,0.0,4.719793999999999,0.0,0.0,0.0,0.0,3.127882,0.0,0.0
CDS-VhXMx6,2.575988,0.0,0.0,2.215459,0.0,0.0,0.0,0.604709,0.535103,0.0,0.0
CDS-Vjg8Vn,47.240064,0.0,0.0,19.900117,0.050646,0.0,0.0,0.0,9.92471,0.0,3.452756
CDS-VklyFe,46.4184,0.0,0.0,20.993326,0.106362,0.0,0.0,18.721361,16.030334,0.035154,0.075913
CDS-VmQN7e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-VqHTGT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-VqN2m3,0.006502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-VqSxeG,0.261499,0.0,0.031778,0.01348,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-VqxBGH,13.806521,0.0,0.0,3.81307,0.0,0.0,0.0,4.254982,5.946378,0.0,0.0
CDS-VrDVLb,0.13067499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-VrF6mL,0.417236,0.0,0.0,0.295781,0.0,0.0,0.0,0.0,0.0,0.0,0.056767
CDS-VsSV3S,14.382667,0.0,0.0,5.250983000000001,0.0,0.0,0.0,2.393617,13.554255,0.022796,0.0
CDS-VvE1mH,19.577859,0.0,0.0,6.5785789999999995,0.0,0.0,0.0,1.282561,1.195463,0.0,0.0
CDS-VvIG7p,36.643418000000004,0.0,0.0,7.402331,0.0,0.0,0.0,1.499149,6.450063999999999,0.0,3.158248
CDS-VyUwtT,7.781357,0.0,0.0,2.8143309999999997,0.0,0.0,0.0,1.426689,0.544987,0.0,0.0
CDS-VyWsDV,2.315892,0.0,0.0,2.02035,0.0,0.0,0.0,1.56285,2.8577459999999997,0.0,0.076017
CDS-W0m3Rf,0.793597,0.0,0.0,0.932465,0.054473,0.0,0.0,0.0,0.0,0.0,0.0
CDS-W2EIzv,10.676879,0.0,0.0,19.515765000000002,0.0,0.0,0.0,13.088136,13.250557,0.0,0.1882
CDS-W3tWPu,43.122304,0.0,0.0,11.294977,0.0,0.0,0.0,1.638958,8.912196,0.0,5.207461
CDS-W8U5nT,7.755679,0.0,0.0,3.0163469999999997,0.0,0.0,0.0,0.428225,3.2005689999999998,0.0,0.0
CDS-WBnzRa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-WCd2a5,31.824278,0.0,0.0,7.82718,0.085433,0.105975,8.302944,3.837538,23.509638,0.099415,7.5738769999999995
CDS-WDj0yP,0.762258,0.0,0.0,1.051596,0.0,0.0,0.0,1.17377,0.259202,0.0,0.0
CDS-WFJDfE,88.112798,0.0,0.0,56.70234,0.108928,0.0,0.286607,28.697224,5.628133,0.035299,1.323207
CDS-WG3B97,17.779600000000002,0.0,0.0,11.813884,0.0,0.0,0.0,17.325131,13.619843000000001,0.0,1.21767
CDS-WJzlwg,0.13861500000000002,0.0,0.0,0.012267,0.0,0.0,0.0,0.0,0.7744249999999999,0.0,0.0
CDS-WM5lH0,16.225188,0.0,0.111015,8.501847,0.0,0.0,0.0,4.429626,0.523121,0.0,0.122205
CDS-WMyiNp,4.24387,0.0,0.0,1.6254600000000001,0.0,0.0,0.0,0.499186,0.630491,0.0,0.0
CDS-WOFf91,16.407996,0.0,0.0,4.794577,0.0,0.0,0.0,1.403967,3.553845,0.0,0.0
CDS-WPVNlg,4.024753,0.0,0.050435,1.0928980000000001,0.0,0.0,0.0,2.871708,0.520211,0.0,0.08482
CDS-WQOTPP,18.414089,0.0,0.0,24.630356,0.045386,0.0,0.0,26.363215,59.710491000000005,0.062396,0.39942900000000003
CDS-WRGPaD,7.532952,0.0,0.0,3.001711,0.0,0.0,0.0,1.169888,4.000218,0.0,1.983681
CDS-WRRpjf,7.917958,0.0,0.0,1.4648679999999998,0.0,0.0,0.0,3.9134,4.476782,0.0,0.423659
CDS-WSxpHG,17.627821,0.0,0.0,5.360739,0.0,0.0,3.372921,1.764889,5.234008,0.0,0.0
CDS-WTlh8l,0.609878,0.0,0.0,0.842524,0.0,0.0,0.0,2.305153,0.651289,0.0,0.0
CDS-WWfGdq,3.084094,0.0,0.0,1.629075,0.0,0.0,0.0,0.0,0.306588,0.0,0.0
CDS-WYWpDa,9.372219,0.0,0.0,4.15992,0.0,0.0,0.0,0.708585,1.829341,0.022781,0.0
CDS-WZlQPi,70.467332,0.0,0.0,71.58575800000001,0.311364,0.0,0.0,24.942647,11.524065,0.03036,0.199146
CDS-WcBRui,8.495058,0.0,0.0,11.704295,0.0,0.0,0.0,1.746023,0.239538,0.0,0.0
CDS-WdR4eZ,12.095597999999999,0.0,0.0,8.627602,0.0,0.0,0.0,0.539101,2.793811,0.0,1.853429
CDS-WfvCAk,36.66229,0.0,0.0,20.596894000000002,0.0,0.0,0.0,1.131424,2.407441,0.0,0.0
CDS-Wgbo7X,8.513398,0.0,0.352169,0.330849,0.0,0.0,0.0,0.0,0.0,0.0,0.230527
CDS-WkcntC,1.557066,0.0,0.0,0.502791,0.0,0.0,0.0,0.0,0.381194,0.0,0.0
CDS-Wpt1UN,1.06343,0.0,0.0,0.513927,0.0,0.0,0.0,0.815278,0.476288,0.0,0.0
CDS-WsC6sB,2.173924,0.0,0.0,0.734324,0.0,0.0,0.0,1.355003,1.045773,0.0,0.0
CDS-WupRcB,6.58377,0.0,0.0,3.3911000000000002,0.0,0.0,0.0,0.159805,0.032428,0.0,0.0
CDS-WzocRW,2.171156,0.0,0.0,1.021173,0.0,0.0,0.0,2.335709,3.583847,0.0,0.0
CDS-X1s9hP,0.119077,0.0,0.002554,0.018029,0.0,0.0,0.0,0.0,0.005539,0.0,0.0
CDS-X28qM9,4.033513,0.0,0.0,2.227837,0.0,0.0,0.0,0.818096,1.903451,0.0,0.0
CDS-X2EtMJ,24.593819000000003,0.0,0.0,6.514867,0.0,0.043575,0.0,1.890991,5.907394,0.0,3.5312080000000003
CDS-X3Wg0c,110.514049,0.0,0.018568,45.906663,0.323024,0.0,0.0,2.325391,8.014521,0.088027,0.0
CDS-X61box,5.730688,0.0,0.0,2.282872,0.0,0.0,0.0,2.870566,6.410719,0.022932,0.0
CDS-X6cMpP,88.302621,0.0,0.0,42.655727,0.050141,0.0,0.0,27.674961,31.213825,0.026523,1.714785
CDS-X7XgCN,22.326686,0.0,0.0,9.254096,0.0,0.101303,0.0,17.846923,35.593832,0.0,3.6996890000000002
CDS-XAlAf6,2.100724,0.0,0.0,1.400568,0.027103,0.0,0.0,0.0,0.160284,0.028935,0.0
CDS-XAlShK,0.28107,0.0,0.0,0.208876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-XBXlGc,64.638294,0.164522,0.0,122.74372100000001,0.031905,0.0,0.0,37.215853,26.03781,0.0,0.180683
CDS-XCeiVJ,0.587833,0.0,0.0,0.870938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-XDECnE,54.33948,0.0,0.0,16.234444,0.14016,0.0,0.0,2.185813,1.960842,0.121935,0.0
CDS-XFQ8ln,3.317615,0.0,0.0,0.567786,0.0,0.0,0.0,1.133034,1.3795229999999998,0.0,0.0
CDS-XGwGnb,8.162944,0.0,0.0,4.125616,0.0,0.0,3.227507,2.813612,2.995265,0.0,0.0
CDS-XHp65d,9.308667,0.0,0.0,7.845398,0.011333,0.0,0.0,0.0,1.522275,0.0,0.0
CDS-XIQkIT,20.752878,0.0,0.0,9.823141,0.0,0.098835,0.531892,21.082416,33.333538,0.0,2.076052
CDS-XLxc1g,33.879868,0.0,0.0,15.559059000000001,0.064956,0.0,0.0,0.743583,3.928127,0.0,0.216994
CDS-XNmisJ,33.925231,0.0,0.0,7.882614,0.0,0.0,15.074754,18.728498,43.103573,0.0,9.260287
CDS-XQchnV,23.562237,0.0,0.0,18.097632,0.0,0.0,0.0,2.217233,0.695238,0.0,0.17592
CDS-XRctyt,1.2591809999999999,0.0,0.0,1.456761,0.0,0.0,0.0,0.0,0.431971,0.0,0.0
CDS-XXq9xq,20.288787,0.0,0.0,21.311755,0.286099,0.0,0.0,34.258552,46.834393999999996,0.0,2.8020650000000002
CDS-XYOT9B,16.612721,0.0,0.0,11.322895,0.0,0.0,0.0,19.56337,34.17326799999999,0.0,2.3448510000000002
CDS-Xf09Xt,11.561961,0.0,0.0,5.402252000000001,0.0,0.079497,0.0,9.508788,11.909176,0.0,2.196761
CDS-Xiueas,17.483163,0.0,0.0,5.787248,0.0,0.0,0.0,13.588079,12.428867,0.0,2.637047
CDS-XmYXtj,10.261569,0.0,0.0,1.3147570000000002,0.0,0.0,0.0,1.078463,8.577468,0.0,0.97137
CDS-XoMcNj,6.516375,0.0,0.0,6.726438,0.039727,0.0,0.0,4.824411,9.710428,0.0,0.551355
CDS-XoyVAF,33.824085,0.0,0.0,16.669646,0.0,0.0,0.0,1.17274,5.8088679999999995,0.0,0.0
CDS-XplHmV,0.648753,0.0,0.0,0.526975,0.0,0.0,0.0,0.0,0.034743,0.0,0.0
CDS-Xpu5zy,1.418634,0.0,0.0,0.800561,0.0,0.0,0.0,0.0,1.10476,0.0,0.0
CDS-Xqld7F,0.0,0.0,0.0,0.007892,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-Xr3q8T,0.058286,0.0,0.0,0.11197,0.0,0.0,0.0,0.0,0.214748,0.0,0.0
CDS-XrfxpH,14.381899,0.0,0.0,5.740641,0.0,0.0,0.0,1.411299,2.211351,0.0,2.321991
CDS-XuMZJy,1.742094,0.0,0.0,1.58245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-XuVqrR,14.574122000000001,0.0,0.0,8.49879,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-XupQZw,0.274807,0.0,0.0,0.08971,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-XvsA1W,39.032344,0.0,0.0,13.857815,0.092904,0.0,0.0,26.319324,28.700092,0.0,0.202027
CDS-XwU4Tq,9.020859,0.0,0.0,2.383318,0.0,0.0,0.0,6.166166,8.004564,0.0,0.066207
CDS-Y75R9H,11.512369999999999,0.0,0.127065,8.133221,0.0,0.0,0.0,1.175432,1.020201,0.0,0.0
CDS-Y7UJg0,26.097426000000002,0.0,0.0,7.742468000000001,0.0,0.0,7.208966,0.0,3.827762,0.0,3.016277
CDS-YBKO0T,11.458057,0.0,0.0,1.699038,0.027456,0.0,0.0,14.53393,17.140093999999998,0.066764,1.676928
CDS-YCBCl3,24.94701,0.0,0.0,16.50583,0.260707,0.0,0.0,42.250148,59.94595700000001,0.0,6.96936
CDS-YEGgTX,149.634818,0.0,0.025342,26.45335,0.0,0.0,0.0,17.265068,2.480941,0.132693,1.092233
CDS-YGjXn9,359.460288,0.0,0.0,231.99606199999997,1.220372,0.760398,0.0,0.0,148.085393,0.102479,13.650108000000001
CDS-YJSRDo,56.242825,0.0,0.15112899999999999,53.760941,0.094341,0.0,0.0,23.860119,19.557941,0.0,0.751233
CDS-YSAMvE,42.071648,0.0,0.0,27.520967999999996,0.029575,0.0,0.0,15.495019,19.417497,0.0,0.363096
CDS-YZNVmM,0.035872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-Yco4gj,30.627265,0.0,0.0,16.36454,0.0,0.0,29.814529,18.413167,32.254162,0.0,6.397254
CDS-Ye1r97,333.117953,0.0,0.0,130.119092,0.0,0.0,0.0,17.675454,0.0,0.00427,0.0
CDS-YfNYy2,13.300384,0.0,0.0,2.8492669999999998,0.0,0.0,0.0,0.0,20.745874999999998,0.0,0.635217
CDS-YgH5wL,77.07734500000001,0.0,0.0,19.254033999999997,0.256161,0.0,0.0,4.244835,23.35614,0.064325,11.243490999999999
CDS-YgOSVE,15.614579,0.0,0.0,12.312693999999999,0.021839,0.0,0.0,1.017773,0.0,0.0,0.206392
CDS-YgfDkU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-Yh5enj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-YiV743,100.24343499999999,0.0,0.0,59.838522,0.0,0.0,0.0,1.789559,6.430938,0.0,0.472854
CDS-YijTcM,47.534504,0.0,0.0,25.86294,0.0,0.0,2.064138,0.0,0.13065,0.024566,0.0
CDS-YiwZrk,41.207217,0.0,0.032402,16.659399,0.053317,0.101901,0.0,12.234954,37.789469,0.0,1.385776
CDS-YoKmLy,8.504292,0.0,0.0,1.241171,0.0,0.0,0.0,1.663381,5.094191,0.0,0.0
CDS-YoiGv4,61.813937,0.0,0.0,22.558607,0.136948,0.0,0.0,7.044901,12.458874999999999,0.0,7.582249
CDS-YpSw2C,13.642017,0.0,0.0,17.621342,0.099197,0.0,0.0,18.624021,20.390127999999997,0.030876,0.088306
CDS-YrOoQq,260.860294,0.0,0.0,108.155193,0.0,0.0,0.0,11.482774,39.802767,0.0,6.802808
CDS-YuhEfN,0.749687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-YujsNU,6.23386,0.0,0.0,11.786546999999999,0.228513,0.0,0.0,18.036883,27.248846,0.0,2.279223
CDS-YwmY3z,44.206058,0.0,0.0,17.128543999999998,0.021334,0.0,0.0,1.419234,9.435346000000001,0.0,1.060473
CDS-Yxd34X,7.771819000000001,0.0,0.0,1.324243,0.0,0.052742,0.0,5.065137,8.504329,0.045883,0.20718
CDS-YzcrsA,21.719741000000003,0.0,0.0,24.753064000000002,0.136637,0.0,0.0,9.671778,9.768896,0.077959,0.24017899999999998
CDS-YzemvM,25.319169,0.0,0.0,13.393437999999998,0.215136,0.0,0.0,0.695536,7.26817,0.03089,2.579775
CDS-Z1Eoci,0.133252,0.0,0.0,0.33411399999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-Z1Gp8q,5.942779,0.0,0.0,6.5997889999999995,0.0,0.577286,0.0,6.897078,16.298656,0.035688,1.601203
CDS-Z3D5ja,59.785426,0.0,0.074159,26.963017,0.0,0.0,0.0,8.036614,2.5088909999999998,0.0,0.0
CDS-Z3YE7A,74.537661,0.0,0.0,32.064083000000004,0.297177,0.0,18.142607,4.234177,21.929066,0.067035,10.56536
CDS-Z61UH7,24.761357,0.0,0.023711,44.194915,0.0,0.0,0.0,7.949116,3.418145,0.025952,0.154251
CDS-Z8ciYH,0.578652,0.0,0.0,0.485753,0.0,0.0,0.0,0.0,0.215997,0.0,0.048618
CDS-ZA4Rik,0.061938,0.0,0.010409,0.069714,0.0,0.0,0.0,0.0,0.014242,0.0,0.0
CDS-ZCafN6,68.57118,0.0,0.0,17.586504,0.0,0.06935,0.0,5.843482,13.445303999999998,0.073474,4.555287
CDS-ZChv99,34.927262999999996,0.0,0.0,10.972684,0.019589,0.0,0.0,1.33934,4.530422,0.015887,3.878862
CDS-ZD2GUp,1.543027,0.0,0.0,0.57709,0.0,0.0,0.0,0.0,0.252879,0.0,0.0
CDS-ZDYf4G,40.10724,0.0,0.0,12.479811999999999,0.039574,0.0,0.0,10.035242,14.589852,0.145678,1.3525
CDS-ZEEQsI,23.436635,0.0,0.0,13.934323,0.066575,0.0,0.0,2.536403,14.896733,0.174537,0.0
CDS-ZF2ALV,76.35386199999999,0.0,0.0,25.18777,0.07433,0.166191,7.747469,6.138762,10.233604,0.0,5.7218599999999995
CDS-ZFAgCw,27.739988,0.0,0.0,21.673405000000002,0.0,0.292901,0.0,37.904297,39.264494,0.0,1.751589
CDS-ZFSyiO,21.377597,0.0,0.0,32.554788,0.220162,0.0,0.0,13.035677,7.291357999999999,0.029273,0.098924
CDS-ZFpwN7,0.341567,0.0,0.0,0.058343,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-ZHLZPA,59.418388,0.0,0.0,26.053376,0.320409,0.11635,0.0,82.89678,111.00693299999999,0.0,18.854604000000002
CDS-ZIM53z,56.92839,0.0,0.0,24.586211,0.0,0.0,0.0,62.875189,73.471832,0.0,0.075608
CDS-ZINbgw,28.951894,0.0,0.0,9.099927000000001,0.0,0.0,0.0,2.684634,16.820555,0.025363,3.4136939999999996
CDS-ZJ0vfV,26.069902,0.0,0.0,12.23969,0.0434,0.097052,0.0,22.721869,21.996329000000003,0.0,9.159291
CDS-ZLs0gX,28.089358,0.0,0.0,27.88741,0.0,0.485316,0.0,11.011264,2.3985540000000003,0.0,0.0
CDS-ZMS94a,129.079258,0.0,0.0,76.70232,0.680564,0.083809,6.387475,2.300677,75.72797800000001,0.127224,16.384839
CDS-ZMfh2U,2.034738,0.0,0.0,0.093511,0.0,0.0,0.0,0.0,2.385452,0.0,0.0
CDS-ZNI6JW,86.399693,0.0,0.0,35.469704,0.0,0.0,0.0,2.865424,5.066343,0.0,0.0
CDS-ZNKBSN,1.672324,0.0,0.0,0.012795,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-ZS4fHI,157.27075200000002,0.0,0.0,67.326297,0.592947,0.0,0.0,7.581575,77.773916,0.0,2.797781
CDS-ZSWdi2,4.694819,0.0,0.0,2.097877,0.0,0.0,0.0,0.363803,0.47030799999999995,0.0,0.0
CDS-ZT4KRU,41.297492,0.0,0.0,16.659158,0.035741,0.0,0.0,10.212974,39.276995,0.0,1.1299109999999999
CDS-ZTXaKV,0.088561,0.0,0.019178,0.0,0.0,0.0,0.0,0.0,0.12273,0.0,0.0
CDS-ZTathb,1.0257610000000001,0.0,0.0,0.301133,0.0,0.0,0.0,0.218647,0.0,0.0,0.0
CDS-ZV6IQW,28.60942,0.0,0.0,7.013674,0.116075,0.0,2.165969,1.388841,8.645448,0.0,2.70547
CDS-ZVqawW,59.439019,0.0,0.0,31.779453,0.0,0.0,0.0,2.359698,0.832343,0.0,0.0
CDS-ZZR42Y,0.504059,0.0,0.0,0.03191,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-ZZa1qq,23.092882,0.0,0.0,8.405109999999999,0.0,0.0,0.0,1.310666,0.403971,0.0,0.0
CDS-Zaf5FB,39.488049,0.0,0.0,23.357332,0.101407,0.0,0.0,0.0,0.058898,0.0,0.0
CDS-ZeIfPo,0.248523,0.0,0.0,0.473746,0.046781,0.0,0.0,0.0,0.348746,0.0,0.0
CDS-Zf2Cub,7.602234,0.0,0.0,0.838549,0.0,0.0,0.0,3.349652,7.107379,0.0,0.0
CDS-ZgX38q,18.131774,0.0,0.067167,6.688013,0.139959,0.0581,0.274809,4.286847,5.850377,0.0,1.07643
CDS-ZjPyTL,0.0,0.0,0.0,0.094622,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-Zk315Y,7.340254,0.0,0.0,5.0921769999999995,0.0,0.0,0.0,0.506746,2.154035,0.0,0.0
CDS-ZkhxcF,0.36627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-Zmha9k,91.127259,0.0,0.0,24.345164999999998,0.123852,0.0,0.0,43.268396,52.647482999999994,0.10774,11.931001
CDS-Zmwyk2,0.146658,0.0,0.0,0.039037,0.0,0.0,0.0,0.169001,0.076888,0.0,0.0
CDS-ZnYohZ,2.300252,0.0,0.0,2.230592,0.0,0.0,1.69174,0.0,0.596336,0.0,0.0
CDS-ZqC4bO,0.23948200000000003,0.0,0.0,0.156775,0.0,0.0,0.0,0.0,0.441621,0.0,0.0
CDS-Zsn6K1,34.834844,0.0,0.0,15.463560000000001,0.039809,0.0,0.0,1.26869,8.147699,0.0,1.581827
CDS-ZxrR8V,12.266691999999999,0.0,0.0,4.420795999999999,0.048843,0.0,0.0,1.027065,4.254941,0.01739,0.0
CDS-ZyA0IW,55.531434000000004,0.0,0.0,14.142555999999999,0.456322,0.0,0.0,1.852936,20.601107,0.0,6.16974
CDS-ZyDz4O,31.411944,0.0,0.0,8.965869,0.0,0.13452,0.0,21.42084,31.189446,0.056016,3.564375
CDS-a0gCym,25.769681,0.0,0.0,11.650477000000002,0.283025,0.0,0.0,3.231193,12.437107000000001,0.041423,2.302169
CDS-a0lRFo,16.642101,0.0,0.0,8.151699,0.0,0.0,0.0,0.520066,2.5536779999999997,0.0,0.482671
CDS-a0nW8m,3.8873309999999996,0.0,0.0,0.215003,0.0,0.0,0.0,1.461056,1.222297,0.0,0.069993
CDS-a2EbBa,1.42082,0.0,0.0,1.538762,0.092354,0.0,0.0,1.062291,0.31610499999999997,0.0,0.0
CDS-a2HK4y,1.55282,0.0,0.0,0.555575,0.0,0.0,0.0,0.18193,0.26059600000000005,0.0,0.0
CDS-a673qv,28.394294,0.0,0.0,18.228663,0.138634,0.0,4.880442,1.073355,8.223011,0.0,1.485271
CDS-a6tUtK,10.727145,0.0,0.0,4.206979,0.027604,0.0,0.0,0.967155,5.162802,0.0,0.0
CDS-a8BCnW,0.036968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045692,0.0,0.0
CDS-a8Qjqq,2.5300570000000002,0.0,0.0,4.385027,0.0,0.0,0.0,1.449449,0.271163,0.0,0.0
CDS-a8erOe,20.6113,0.0,0.0,7.5258389999999995,0.0,0.0,0.0,9.329716,8.803598000000001,0.0,1.226846
CDS-aA3AsX,7.6885900000000005,0.0,0.0,1.9643119999999998,0.0,0.0,0.0,0.494393,1.206952,0.0,0.0
CDS-aAXFzd,5.2548129999999995,0.0,0.0,4.149865,0.0,0.0,0.0,0.0,2.5101380000000004,0.0,0.0
CDS-aAnfTn,4.465699,0.0,0.0,3.945643,0.0,0.0,0.0,0.0,0.965211,0.0,0.0
CDS-aBi4MV,11.947991,0.0,0.0,2.925783,0.0,0.0,0.0,3.624078,3.63572,0.0,0.399389
CDS-aCXpo6,7.0538739999999995,0.0,0.0,2.342625,0.0,0.0,0.0,0.0,0.401523,0.0,0.0
CDS-aCzAZv,2.138222,0.0,0.0,0.786147,0.0,0.0,0.0,0.278637,1.150719,0.0,0.0
CDS-aEHbCV,6.4818,0.0,0.0,2.947135,0.0,0.0,0.0,2.993981,7.997131,0.0,0.121323
CDS-aFYBl0,31.860513,0.0,0.0,8.023610999999999,0.016696,0.0,0.0,2.703381,6.331321999999999,0.0,3.330997
CDS-aGtJfh,0.650306,0.0,0.007517,0.033086,0.0,0.0,0.0,0.219317,0.0,0.0,0.0
CDS-aLAILV,0.105538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031101,0.0,0.0
CDS-aLHCFJ,0.170956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-aOJYR9,74.884591,0.0,0.0,42.082913,0.0,0.0,0.0,9.849931,12.547309,0.0,0.0901
CDS-aOpxrH,1.062643,0.0,0.0,0.40108299999999997,0.0,0.0,0.0,0.868209,0.0,0.0,0.0
CDS-aTyBBF,4.46673,0.0,0.0,2.239915,0.109875,0.0,0.0,0.993805,0.47342700000000004,0.0,0.0
CDS-aUiGH9,0.181909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDS-aWcUkH,18.574083,0.0,0.0,4.89935,0.100815,0.0,0.0,0.358377,0.0,0.0,0.0
